Account Manager,Rep Name,Account Number,Subscription Date,Region,OEM,OEM Type,CSAT
10-8807007,Ishaaq Armitage,2428-HYUNX,4/20/2017,Ohio,Zontrak,Television Manufacturer,6
87-5056698,Ishaaq Armitage,3410-MHHUM,12/1/2016,Ohio,Zontrak,Television Manufacturer,10
87-5056698,Ishaaq Armitage,0568-ONFPC,5/4/2018,Ohio,Zontrak,Television Manufacturer,4
77-4912526,Ishaaq Armitage,2296-DKZFP,1/26/2017,Ohio,Zontrak,Television Manufacturer,2
13-8653221,Ishaaq Armitage,6603-YRDCJ,5/5/2017,Ohio,Zontrak,Television Manufacturer,2
87-5056698,Ishaaq Armitage,2138-VFAPZ,8/9/2017,Ohio,Zontrak,Television Manufacturer,8
24-5250647,Ishaaq Armitage,4785-QRJHC,6/11/2018,Ohio,Zontrak,Television Manufacturer,6
57-1199545,Ishaaq Armitage,0269-XFESX,2/13/2017,Ohio,Zontrak,Television Manufacturer,3
10-4398098,Ishaaq Armitage,1709-EJDOX,8/13/2017,Ohio,Zontrak,Television Manufacturer,4
98-3691700,Ishaaq Armitage,8610-WFCJF,12/12/2017,Ohio,Cabledge,Cable Provider,10
51-3249481,Ishaaq Armitage,9693-XMUOB,2/28/2017,Ohio,Cabledge,Cable Provider,2
83-8467671,Ishaaq Armitage,3549-ZTMNH,2/15/2017,Ohio,Cabledge,Cable Provider,8
10-4398098,Ishaaq Armitage,8033-ATFAS,12/3/2016,Ohio,Cabledge,Cable Provider,7
20-9329110,Ishaaq Armitage,1635-NZATJ,6/13/2017,Ohio,Cabledge,Cable Provider,9
10-4398098,Ishaaq Armitage,0562-HKHML,8/1/2017,Ohio,Cabledge,Cable Provider,2
61-8597757,Ishaaq Armitage,8277-RVRSV,12/1/2016,Ohio,Cabledge,Cable Provider,9
42-3903575,Shivani Costa,0117-LFRMW,12/4/2017,Illinois,Cabledge,Cable Provider,1
24-5250647,Shivani Costa,6172-FECYY,5/17/2017,Illinois,Cabledge,Cable Provider,1
51-3249481,Shivani Costa,7054-ENNGU,2/21/2017,Illinois,Cabledge,Cable Provider,1
83-8467671,Shivani Costa,1455-HFBXA,4/7/2017,Illinois,Cabledge,Cable Provider,3
42-2956742,Shivani Costa,1976-AZZPJ,3/10/2017,Illinois,Cabledge,Cable Provider,2
87-5056698,Shivani Costa,3099-OONVS,8/12/2017,Illinois,Cabledge,Cable Provider,1
85-3745646,Shivani Costa,8514-VZHEB,8/13/2017,Illinois,Cabledge,Cable Provider,1
85-3745646,Shivani Costa,5965-GGPRW,3/15/2017,Illinois,Cabledge,Cable Provider,2
77-4912526,Shivani Costa,2236-HILPA,3/29/2017,Illinois,Cabledge,Cable Provider,1
66-9184652,Shivani Costa,1830-IPXVJ,5/9/2017,Illinois,Cabledge,Cable Provider,2
75-8051982,Shivani Costa,5828-DWPIL,3/29/2017,Illinois,Cabledge,Cable Provider,2
98-3691700,Shivani Costa,0011-IGKFF,6/30/2018,Illinois,Cabledge,Cable Provider,1
24-5250647,Shivani Costa,4192-GORJT,6/10/2017,Illinois,Cabledge,Cable Provider,2
51-3249481,Shivani Costa,9912-GVSEQ,6/12/2018,Illinois,Cabledge,Cable Provider,1
24-5250647,Shivani Costa,9418-RUKPH,2/8/2017,Illinois,Cabledge,Cable Provider,1
85-3745646,Shivani Costa,5383-MMTWC,4/1/2018,Illinois,Cabledge,Cable Provider,1
75-8051982,Shivani Costa,9971-ZWPBF,8/1/2017,Illinois,Cabledge,Cable Provider,3
98-3691700,Shivani Costa,9711-FJTBX,5/16/2017,Illinois,Cabledge,Cable Provider,2
77-4912526,Shivani Costa,7240-ETPTR,4/5/2018,Illinois,Cabledge,Cable Provider,2
98-3691700,Shivani Costa,8421-WZOOW,2/4/2017,Illinois,Cabledge,Cable Provider,3
58-8364238,Shivani Costa,7951-QKZPL,6/5/2017,Illinois,Cabledge,Cable Provider,3
76-0195839,Shivani Costa,1414-YADCW,2/7/2017,Illinois,Cabledge,Cable Provider,3
52-1146363,Shivani Costa,7169-YWAMK,6/8/2017,Illinois,AlphaZap,Media Player,2
10-4398098,Shivani Costa,6877-LGWXO,5/30/2018,Illinois,AlphaZap,Media Player,3
82-7808716,Shivani Costa,6859-RKMZJ,1/31/2017,Illinois,AlphaZap,Media Player,2
66-9184652,Shivani Costa,2729-VNVAP,5/24/2017,Illinois,AlphaZap,Media Player,3
73-9095501,Shivani Costa,3842-QTGDL,5/4/2017,Illinois,AlphaZap,Media Player,1
42-2956742,Shivani Costa,7163-OCEQI,7/3/2017,Illinois,AlphaZap,Media Player,2
66-9184652,Shivani Costa,9782-LGXMC,12/17/2016,Illinois,AlphaZap,Media Player,2
24-5250647,Shivani Costa,5975-BAICR,6/17/2017,Illinois,AlphaZap,Media Player,1
51-3249481,Shivani Costa,8019-ENHXU,4/16/2017,Illinois,AlphaZap,Media Player,3
87-5056698,Shivani Costa,4853-OITSN,12/20/2016,Illinois,AlphaZap,Media Player,1
20-9329110,Shivani Costa,9800-OUIGR,3/24/2017,Illinois,AlphaZap,Media Player,1
73-9095501,Shivani Costa,7094-MSZAO,7/23/2017,Illinois,AlphaZap,Media Player,3
42-3903575,Shivani Costa,1522-VVDMG,5/12/2018,Illinois,AlphaZap,Media Player,1
10-4398098,Shivani Costa,8577-QSOCG,3/10/2017,Illinois,AlphaZap,Media Player,1
13-8653221,Shivani Costa,9185-TQCVP,12/10/2017,Illinois,AlphaZap,Media Player,1
10-4398098,Shivani Costa,3585-YNADK,12/4/2016,Illinois,Pyxis,PC Manufacturer,1
85-3745646,Shivani Costa,1099-GODLO,5/3/2017,Illinois,Pyxis,PC Manufacturer,2
52-1146363,Shivani Costa,6828-HMKWP,2/24/2017,Illinois,Pyxis,PC Manufacturer,3
66-9184652,Shivani Costa,5567-WSELE,5/23/2017,Illinois,Pyxis,PC Manufacturer,1
75-8051982,Shivani Costa,0687-ZVTHB,2/15/2018,Illinois,Pyxis,PC Manufacturer,1
85-3745646,Shivani Costa,2193-SFWQW,3/1/2017,Illinois,Pyxis,PC Manufacturer,2
82-7808716,Shivani Costa,0442-TDYUO,4/18/2017,Illinois,Pyxis,PC Manufacturer,3
82-7808716,Shivani Costa,3727-RJMEO,7/1/2017,Illinois,Pyxis,PC Manufacturer,2
16-0420024,Shivani Costa,3779-OSWCF,2/4/2017,Illinois,Pyxis,PC Manufacturer,3
20-9329110,Shivani Costa,6736-DHUQI,5/25/2017,Illinois,Pyxis,PC Manufacturer,2
16-0420024,Shivani Costa,1360-RCYRT,2/8/2017,Illinois,Pyxis,PC Manufacturer,2
77-4912526,Shivani Costa,4451-RWASJ,2/8/2017,Illinois,Pyxis,PC Manufacturer,3
50-8904668,Shivani Costa,6646-VRFOL,7/2/2017,Illinois,Pyxis,PC Manufacturer,1
98-3691700,Shivani Costa,3460-TJBWI,5/15/2017,Illinois,Pyxis,PC Manufacturer,3
58-8364238,Shivani Costa,5917-HBSDW,7/6/2017,Illinois,Pyxis,PC Manufacturer,1
86-3601877,Shivani Costa,5685-IIXLY,12/1/2017,Illinois,Pyxis,PC Manufacturer,1
51-3249481,Shivani Costa,5671-UUNXD,3/30/2017,Illinois,Pyxis,PC Manufacturer,3
77-4912526,Shivani Costa,0020-JDNXP,6/9/2017,Illinois,Pyxis,PC Manufacturer,2
17-1938812,Shivani Costa,3752-CQSJI,7/13/2017,Illinois,Pyxis,PC Manufacturer,3
57-1199545,Shivani Costa,5095-AESKG,5/16/2018,Illinois,Pyxis,PC Manufacturer,1
24-5250647,Shivani Costa,4896-CPRPF,7/11/2017,Illinois,Pyxis,PC Manufacturer,3
47-2963605,Shivani Costa,1871-MOWRM,7/30/2018,Illinois,Pyxis,PC Manufacturer,3
25-9781941,Shivani Costa,0282-NVSJS,5/22/2017,Illinois,Pyxis,PC Manufacturer,2
25-9781941,Shivani Costa,9090-SGQXL,5/4/2017,Illinois,Pyxis,PC Manufacturer,2
98-3691700,Shivani Costa,9835-ZIITK,3/29/2018,Illinois,Pyxis,PC Manufacturer,1
57-1199545,Shivani Costa,8008-ESFLK,5/23/2017,Illinois,Pyxis,PC Manufacturer,2
52-1146363,Shivani Costa,1555-DJEQW,5/17/2018,Illinois,Pyxis,PC Manufacturer,2
16-0420024,Shivani Costa,5649-TJHOV,2/2/2018,Illinois,Pyxis,PC Manufacturer,2
73-9095501,Shivani Costa,4750-UKWJK,1/18/2017,Illinois,Mobit,Phone Manufacturer,2
78-8973798,Shivani Costa,4487-ZYJZK,6/10/2017,Illinois,Mobit,Phone Manufacturer,2
75-8051982,Shivani Costa,0708-LGSMF,7/9/2017,Illinois,Mobit,Phone Manufacturer,2
24-5250647,Shivani Costa,9253-QXKBE,3/20/2018,Illinois,Mobit,Phone Manufacturer,3
85-3745646,Shivani Costa,7634-HLQJR,7/13/2017,Illinois,Mobit,Phone Manufacturer,3
57-1199545,Shivani Costa,0487-RPVUM,2/14/2017,Illinois,Mobit,Phone Manufacturer,1
86-3601877,Shivani Costa,2516-XSJKX,3/30/2017,Illinois,Mobit,Phone Manufacturer,3
78-8973798,Shivani Costa,9445-SZLCH,4/16/2018,Illinois,Mobit,Phone Manufacturer,2
10-8807007,Shivani Costa,0356-ERHVT,7/18/2017,Illinois,Mobit,Phone Manufacturer,2
76-0195839,Shivani Costa,0613-WUXUM,12/30/2016,Illinois,Mobit,Phone Manufacturer,1
13-8653221,Shivani Costa,8097-OMULG,1/11/2017,Illinois,Mobit,Phone Manufacturer,3
42-3903575,Shivani Costa,6013-BHCAW,2/24/2017,Illinois,Zontrak,Television Manufacturer,3
66-9184652,Shivani Costa,0401-WDBXM,7/28/2017,Illinois,Zontrak,Television Manufacturer,2
66-9184652,Shivani Costa,3387-PLKUI,7/8/2017,Illinois,Zontrak,Television Manufacturer,1
10-4398098,Shivani Costa,6096-EGVTU,12/14/2016,Illinois,Zontrak,Television Manufacturer,1
66-9184652,Shivani Costa,3797-VTIDR,6/8/2017,Illinois,Zontrak,Television Manufacturer,3
10-8807007,Shivani Costa,2580-ATZSQ,12/15/2016,Illinois,Zontrak,Television Manufacturer,2
83-8467671,Shivani Costa,8085-MSNLK,5/13/2017,Illinois,Zontrak,Television Manufacturer,1
50-8904668,Shivani Costa,9691-HKOVS,1/21/2017,Illinois,Zontrak,Television Manufacturer,2
69-0108929,Shivani Costa,9881-VCZEP,4/7/2017,Illinois,Zontrak,Television Manufacturer,2
50-8904668,Shivani Costa,4523-WXCEF,12/12/2017,Illinois,Zontrak,Television Manufacturer,1
87-5056698,Shivani Costa,1468-DEFNC,12/18/2016,Illinois,Zontrak,Television Manufacturer,3
58-8364238,Shivani Costa,5119-KEPFY,1/2/2017,Illinois,Zontrak,Television Manufacturer,1
66-9184652,Shivani Costa,0916-KNFAJ,12/9/2016,Illinois,Zontrak,Television Manufacturer,3
47-2963605,Shivani Costa,8775-LHDJH,1/30/2018,Illinois,Zontrak,Television Manufacturer,1
86-3601877,Shivani Costa,9625-QNLUX,5/3/2017,Illinois,Zontrak,Television Manufacturer,3
20-9329110,Shivani Costa,3097-NQYSN,2/17/2018,Illinois,Zontrak,Television Manufacturer,2
10-8807007,Shivani Costa,4024-CSNBY,2/8/2017,Illinois,Zontrak,Television Manufacturer,1
25-9781941,Shivani Costa,7110-BDTWG,7/19/2017,Illinois,Zontrak,Television Manufacturer,2
24-5250647,Shivani Costa,9114-DPSIA,3/27/2017,Illinois,Zontrak,Television Manufacturer,2
85-3745646,Shivani Costa,4700-UBQMV,8/17/2017,Illinois,Zontrak,Television Manufacturer,1
98-3691700,Shivani Costa,7711-GQBZC,7/20/2017,Illinois,Zontrak,Television Manufacturer,3
52-1146363,Shivani Costa,3565-UNOCC,5/19/2018,Illinois,Zontrak,Television Manufacturer,1
66-9184652,Shivani Costa,9795-NREXC,3/15/2017,Illinois,Zontrak,Television Manufacturer,1
42-2956742,Shivani Costa,5438-QMDDL,5/22/2017,Illinois,Zontrak,Television Manufacturer,3
75-8051982,Shivani Costa,5553-AOINX,6/14/2017,Illinois,Zontrak,Television Manufacturer,2
58-8364238,Shivani Costa,3831-YCPUO,2/3/2017,Illinois,Zontrak,Television Manufacturer,3
52-1146363,Shivani Costa,7337-CINUD,12/10/2016,Illinois,Zontrak,Television Manufacturer,3
20-9329110,Shivani Costa,7153-CHRBV,5/1/2017,Illinois,Cabledge,Cable Provider,1
66-9184652,Shivani Costa,0871-URUWO,12/23/2017,Illinois,Cabledge,Cable Provider,1
17-1938812,Shivani Costa,6198-PNNSZ,2/22/2017,Illinois,Cabledge,Cable Provider,1
17-1938812,Shivani Costa,3317-VLGQT,2/8/2017,Illinois,Cabledge,Cable Provider,3
87-5056698,Shivani Costa,4132-POCZS,12/16/2016,Illinois,Cabledge,Cable Provider,1
50-8904668,Shivani Costa,3726-TBHQT,3/25/2017,Illinois,Cabledge,Cable Provider,3
17-1938812,Shivani Costa,3190-ITQXP,3/2/2017,Illinois,Cabledge,Cable Provider,1
78-8973798,Shivani Costa,4833-QTJNO,5/31/2017,Illinois,Cabledge,Cable Provider,1
24-5250647,Shivani Costa,5385-SUIRI,3/8/2018,Illinois,Cabledge,Cable Provider,2
24-5250647,Shivani Costa,3982-XWFZQ,1/22/2018,Illinois,Cabledge,Cable Provider,2
58-8364238,Shivani Costa,5774-QPLTF,5/8/2017,Illinois,Cabledge,Cable Provider,3
76-0195839,Shivani Costa,2322-VCZHZ,3/14/2017,Illinois,Cabledge,Cable Provider,3
58-8364238,Shivani Costa,5010-IPEAQ,2/17/2017,Illinois,Cabledge,Cable Provider,3
58-8364238,Shivani Costa,6383-ZTSIW,6/13/2017,Illinois,Cabledge,Cable Provider,2
10-4398098,Shivani Costa,6685-XSHHU,6/9/2017,Illinois,Cabledge,Cable Provider,1
20-9329110,Shivani Costa,8901-UPRHR,7/25/2017,Illinois,Cabledge,Cable Provider,3
76-0195839,Shivani Costa,4903-UYAVB,1/28/2018,Illinois,Cabledge,Cable Provider,1
20-9329110,Shivani Costa,9000-PLFUZ,7/12/2017,Illinois,Cabledge,Cable Provider,3
77-4912526,Shivani Costa,3427-GGZZI,7/17/2017,Illinois,Cabledge,Cable Provider,1
20-9329110,Shivani Costa,7779-ORAEL,5/29/2017,Illinois,Cabledge,Cable Provider,3
25-9781941,Shivani Costa,4077-CROMM,12/10/2017,Illinois,Cabledge,Cable Provider,3
20-9329110,Shivani Costa,3154-CFSZG,7/7/2017,Illinois,Cabledge,Cable Provider,2
77-4912526,Shivani Costa,1658-XUHBX,6/1/2017,Illinois,Cabledge,Cable Provider,2
51-3249481,Shivani Costa,6379-RXJRQ,7/13/2018,Illinois,Cabledge,Cable Provider,2
85-3745646,Shivani Costa,4377-VDHYI,1/26/2017,Illinois,Cabledge,Cable Provider,1
50-8904668,Shivani Costa,3719-TDVQB,3/13/2017,Illinois,Cabledge,Cable Provider,2
69-0108929,Shivani Costa,4937-QPZPO,1/26/2017,Illinois,Cabledge,Cable Provider,2
16-0420024,Shivani Costa,2925-VDZHY,5/20/2017,Illinois,Cabledge,Cable Provider,3
24-5250647,Shivani Costa,6981-TDRFT,2/15/2017,Illinois,Cabledge,Cable Provider,2
17-1938812,Shivani Costa,8033-VCZGH,6/9/2017,Illinois,Cabledge,Cable Provider,1
47-2963605,Shivani Costa,4789-KWMXN,8/11/2017,Illinois,Cabledge,Cable Provider,3
78-8973798,Shivani Costa,0224-NIJLP,6/6/2017,Illinois,Cabledge,Cable Provider,2
16-0420024,Shivani Costa,4718-WXBGI,8/15/2017,Illinois,Cabledge,Cable Provider,2
58-8364238,Shivani Costa,2868-LLSKM,7/27/2017,Illinois,Cabledge,Cable Provider,1
75-8051982,Shivani Costa,0071-NDAFP,2/5/2017,Illinois,Cabledge,Cable Provider,3
77-4912526,Shivani Costa,7328-ZJAJO,5/5/2017,Illinois,Cabledge,Cable Provider,3
17-1938812,Shivani Costa,8559-CIZFV,5/25/2017,Illinois,Cabledge,Cable Provider,3
58-8364238,Shivani Costa,1090-PYKCI,1/25/2017,Illinois,Cabledge,Cable Provider,1
50-8904668,Shivani Costa,7547-EKNFS,8/8/2017,Illinois,Cabledge,Cable Provider,3
42-3903575,Shivani Costa,2279-AXJJK,5/17/2017,Illinois,Cabledge,Cable Provider,3
16-0420024,Shivani Costa,0909-SELIE,1/6/2017,Illinois,Cabledge,Cable Provider,3
82-7808716,Shivani Costa,4439-JMPMT,1/13/2018,Illinois,Cabledge,Cable Provider,3
20-9329110,Shivani Costa,8999-EXMNO,8/17/2017,Illinois,Cabledge,Cable Provider,1
73-9095501,Shivani Costa,7162-WPHPM,2/25/2017,Illinois,Cabledge,Cable Provider,1
16-0420024,Shivani Costa,1599-MMYRQ,3/27/2017,Illinois,Cabledge,Cable Provider,1
51-3249481,Shivani Costa,8821-KVZKQ,1/1/2017,Illinois,Cabledge,Cable Provider,3
16-0420024,Shivani Costa,6434-TTGJP,12/1/2016,Illinois,Cabledge,Cable Provider,3
73-9095501,Shivani Costa,2575-GFSOE,4/5/2018,Illinois,Cabledge,Cable Provider,3
57-1199545,Shivani Costa,2330-PQGDQ,5/10/2017,Illinois,Cabledge,Cable Provider,3
17-1938812,Shivani Costa,1452-UZOSF,6/21/2017,Illinois,Cabledge,Cable Provider,1
75-8051982,Shivani Costa,6631-HMANX,2/5/2017,Illinois,Cabledge,Cable Provider,2
57-1199545,Shivani Costa,9962-BFPDU,2/19/2017,Illinois,Cabledge,Cable Provider,2
76-0195839,Shivani Costa,3296-SILRA,3/3/2018,Illinois,Cabledge,Cable Provider,3
50-8904668,Shivani Costa,5180-UCIIQ,6/1/2018,Illinois,Cabledge,Cable Provider,3
98-3691700,Shivani Costa,1932-UEDCX,12/3/2016,Illinois,Cabledge,Cable Provider,1
47-2963605,Shivani Costa,5188-HGMLP,12/7/2016,Illinois,Cabledge,Cable Provider,2
57-1199545,Shivani Costa,0665-XHDJU,3/20/2017,Illinois,Cabledge,Cable Provider,2
24-5250647,Shivani Costa,8265-HKSOW,1/24/2017,Illinois,Cabledge,Cable Provider,1
98-3691700,Shivani Costa,3544-FBCAS,5/21/2017,Illinois,Cabledge,Cable Provider,3
77-4912526,Shivani Costa,5331-RGMTT,7/14/2017,Illinois,Cabledge,Cable Provider,2
16-0420024,Shivani Costa,4759-PXTAN,5/15/2017,Illinois,Cabledge,Cable Provider,1
42-2956742,Shivani Costa,6549-BTYPG,8/17/2017,Illinois,AlphaZap,Media Player,3
10-4398098,Shivani Costa,3705-RHRFR,6/1/2017,Illinois,AlphaZap,Media Player,1
42-3903575,Shivani Costa,9374-YOLBJ,4/2/2017,Illinois,AlphaZap,Media Player,1
98-3691700,Shivani Costa,9074-KGVOX,5/20/2017,Illinois,AlphaZap,Media Player,1
10-8807007,Shivani Costa,9933-QRGTX,6/6/2017,Illinois,AlphaZap,Media Player,3
87-5056698,Shivani Costa,4476-OSWTN,3/9/2017,Illinois,AlphaZap,Media Player,3
17-1938812,Shivani Costa,5066-GFJMM,8/10/2017,Illinois,AlphaZap,Media Player,1
17-1938812,Shivani Costa,2661-GKBTK,12/4/2016,Illinois,AlphaZap,Media Player,3
87-5056698,Shivani Costa,7268-WNTCP,8/8/2017,Illinois,AlphaZap,Media Player,2
24-5250647,Shivani Costa,0625-AFOHS,8/7/2017,Illinois,AlphaZap,Media Player,3
47-2963605,Shivani Costa,6726-WEXXK,7/8/2017,Illinois,AlphaZap,Media Player,3
82-7808716,Shivani Costa,5003-OKNNK,4/25/2017,Illinois,AlphaZap,Media Player,1
86-3601877,Shivani Costa,7208-PSIHR,3/25/2017,Illinois,AlphaZap,Media Player,3
42-3903575,Shivani Costa,4012-ZTHBR,4/21/2017,Illinois,AlphaZap,Media Player,2
17-1938812,Shivani Costa,1354-YZFNB,6/20/2017,Illinois,AlphaZap,Media Player,2
17-1938812,Shivani Costa,2530-ENDWQ,6/15/2018,Illinois,AlphaZap,Media Player,3
82-7808716,Shivani Costa,0327-WFZSY,6/12/2017,Illinois,AlphaZap,Media Player,1
85-3745646,Shivani Costa,7033-CLAMM,1/24/2017,Illinois,AlphaZap,Media Player,1
10-8807007,Shivani Costa,4023-RTIQM,4/3/2017,Illinois,AlphaZap,Media Player,1
42-3903575,Shivani Costa,0864-FVJNJ,3/29/2017,Illinois,AlphaZap,Media Player,2
98-3691700,Shivani Costa,7356-IWLFW,3/5/2017,Illinois,AlphaZap,Media Player,1
75-8051982,Shivani Costa,3967-VQOGC,12/27/2016,Illinois,AlphaZap,Media Player,1
78-8973798,Shivani Costa,6308-CQRBU,11/29/2016,Illinois,AlphaZap,Media Player,1
87-5056698,Shivani Costa,2169-RRLFW,3/7/2017,Illinois,AlphaZap,Media Player,2
75-8051982,Shivani Costa,5696-JVVQY,6/1/2017,Illinois,AlphaZap,Media Player,3
20-9329110,Shivani Costa,8946-BFWSG,1/8/2017,Illinois,AlphaZap,Media Player,2
57-1199545,Shivani Costa,8904-OPDCK,12/16/2016,Illinois,AlphaZap,Media Player,3
58-8364238,Shivani Costa,8845-LWKGE,4/27/2017,Illinois,AlphaZap,Media Player,3
85-3745646,Shivani Costa,1577-HKTFG,4/26/2018,Illinois,AlphaZap,Media Player,3
25-9781941,Shivani Costa,5022-JNQEQ,7/14/2017,Illinois,AlphaZap,Media Player,1
10-4398098,Shivani Costa,4558-FANTW,1/26/2018,Illinois,AlphaZap,Media Player,2
73-9095501,Shivani Costa,9921-QFQUL,4/20/2017,Illinois,AlphaZap,Media Player,1
86-3601877,Shivani Costa,1929-ZCBHE,1/9/2017,Illinois,AlphaZap,Media Player,2
87-5056698,Shivani Costa,4378-MYPGO,3/13/2017,Illinois,AlphaZap,Media Player,1
52-1146363,Shivani Costa,8647-SDTWQ,8/4/2017,Illinois,AlphaZap,Media Player,1
58-8364238,Shivani Costa,2696-ECXKC,3/20/2017,Illinois,AlphaZap,Media Player,3
51-3249481,Shivani Costa,3384-CTMSF,4/12/2017,Illinois,AlphaZap,Media Player,2
75-8051982,Shivani Costa,9286-DOJGF,11/23/2017,Illinois,AlphaZap,Media Player,3
51-3249481,Shivani Costa,9661-MHUMO,3/18/2018,Illinois,AlphaZap,Media Player,1
51-3249481,Shivani Costa,7718-RXDGG,6/5/2017,Illinois,AlphaZap,Media Player,1
98-3691700,Shivani Costa,3451-VAWLI,5/21/2017,Illinois,Pyxis,PC Manufacturer,2
82-7808716,Shivani Costa,1842-EZJMK,11/29/2017,Illinois,Pyxis,PC Manufacturer,1
25-9781941,Shivani Costa,2347-WKKAE,12/12/2016,Illinois,Pyxis,PC Manufacturer,3
16-0420024,Shivani Costa,8735-DCXNF,7/15/2017,Illinois,Pyxis,PC Manufacturer,2
78-8973798,Shivani Costa,3214-IYUUQ,12/7/2016,Illinois,Pyxis,PC Manufacturer,2
50-8904668,Shivani Costa,8079-XRJRS,6/28/2018,Illinois,Pyxis,PC Manufacturer,3
50-8904668,Shivani Costa,1027-LKKQQ,1/24/2017,Illinois,Pyxis,PC Manufacturer,2
20-9329110,Shivani Costa,7148-XZPHA,1/24/2017,Illinois,Pyxis,PC Manufacturer,1
58-8364238,Shivani Costa,8884-ADFVN,4/12/2018,Illinois,Pyxis,PC Manufacturer,1
24-5250647,Shivani Costa,2845-KDHVX,1/24/2017,Illinois,Pyxis,PC Manufacturer,2
51-3249481,Shivani Costa,6368-TZZDT,2/27/2017,Illinois,Pyxis,PC Manufacturer,1
51-3249481,Shivani Costa,0943-ZQPXH,4/30/2017,Illinois,Pyxis,PC Manufacturer,3
20-9329110,Shivani Costa,1293-BSEUN,4/11/2017,Illinois,Pyxis,PC Manufacturer,1
66-9184652,Shivani Costa,0637-UBJRP,12/30/2017,Illinois,Pyxis,PC Manufacturer,3
42-2956742,Shivani Costa,2378-VTKDH,12/26/2016,Illinois,Pyxis,PC Manufacturer,2
78-8973798,Shivani Costa,8608-OZTLB,3/14/2017,Illinois,Pyxis,PC Manufacturer,1
61-8597757,Shivani Costa,1952-DVVSW,2/4/2017,Illinois,Pyxis,PC Manufacturer,2
61-8597757,Shivani Costa,6656-GULJQ,5/23/2017,Illinois,Pyxis,PC Manufacturer,1
87-5056698,Shivani Costa,9853-JFZDU,7/10/2017,Illinois,Pyxis,PC Manufacturer,2
86-3601877,Shivani Costa,3777-XROBG,2/10/2017,Illinois,Pyxis,PC Manufacturer,1
75-8051982,Shivani Costa,6994-FGRHH,4/14/2017,Illinois,Pyxis,PC Manufacturer,2
57-1199545,Shivani Costa,4000-VGMQP,12/30/2016,Illinois,Pyxis,PC Manufacturer,3
73-9095501,Shivani Costa,3999-WRNGR,12/2/2016,Illinois,Pyxis,PC Manufacturer,1
77-4912526,Shivani Costa,3058-HJCUY,1/9/2018,Illinois,Pyxis,PC Manufacturer,1
16-0420024,Shivani Costa,2974-GGUXS,3/10/2017,Illinois,Pyxis,PC Manufacturer,2
51-3249481,Shivani Costa,3259-FDWOY,2/16/2018,Illinois,Pyxis,PC Manufacturer,3
75-8051982,Shivani Costa,8510-TMWYB,8/16/2017,Illinois,Pyxis,PC Manufacturer,3
25-9781941,Shivani Costa,3258-ZKPAI,3/8/2017,Illinois,Pyxis,PC Manufacturer,3
47-2963605,Shivani Costa,3653-NCRDJ,6/14/2017,Illinois,Pyxis,PC Manufacturer,3
66-9184652,Shivani Costa,5119-NZPTV,4/4/2017,Illinois,Pyxis,PC Manufacturer,3
50-8904668,Shivani Costa,6519-ZHPXP,2/24/2017,Illinois,Pyxis,PC Manufacturer,1
10-8807007,Shivani Costa,7739-LAXOG,1/27/2018,Illinois,Pyxis,PC Manufacturer,1
85-3745646,Shivani Costa,3472-QPRCH,12/28/2016,Illinois,Pyxis,PC Manufacturer,3
10-4398098,Shivani Costa,8224-UAXBZ,6/20/2017,Illinois,Pyxis,PC Manufacturer,2
75-8051982,Shivani Costa,9776-CLUJA,12/2/2017,Illinois,Pyxis,PC Manufacturer,1
42-3903575,Shivani Costa,2486-WYVVE,2/13/2017,Illinois,Pyxis,PC Manufacturer,3
85-3745646,Shivani Costa,3865-ZYKAD,8/18/2017,Illinois,Pyxis,PC Manufacturer,3
77-4912526,Shivani Costa,1422-DGUBX,4/26/2017,Illinois,Pyxis,PC Manufacturer,3
76-0195839,Shivani Costa,0480-KYJVA,3/4/2017,Illinois,Pyxis,PC Manufacturer,3
78-8973798,Shivani Costa,6034-ZRYCV,6/7/2018,Illinois,Pyxis,PC Manufacturer,3
52-1146363,Shivani Costa,9746-YKGXB,3/31/2017,Illinois,Pyxis,PC Manufacturer,1
78-8973798,Shivani Costa,6332-FBZRI,4/19/2017,Illinois,Pyxis,PC Manufacturer,3
25-9781941,Shivani Costa,2096-XOTMO,5/4/2017,Illinois,Pyxis,PC Manufacturer,2
50-8904668,Shivani Costa,8221-EQDGL,1/16/2017,Illinois,Pyxis,PC Manufacturer,2
42-2956742,Shivani Costa,2346-LOCWC,6/24/2017,Illinois,Pyxis,PC Manufacturer,3
20-9329110,Shivani Costa,0298-XACET,8/1/2017,Illinois,Pyxis,PC Manufacturer,3
24-5250647,Shivani Costa,2995-YWTCD,5/1/2017,Illinois,Pyxis,PC Manufacturer,2
73-9095501,Shivani Costa,9137-UIYPG,7/1/2017,Illinois,Pyxis,PC Manufacturer,1
57-1199545,Shivani Costa,5084-OOVCJ,1/27/2017,Illinois,Pyxis,PC Manufacturer,1
16-0420024,Shivani Costa,0254-WWRKD,8/13/2017,Illinois,Pyxis,PC Manufacturer,2
42-3903575,Shivani Costa,2205-LPVGL,1/3/2017,Illinois,Pyxis,PC Manufacturer,1
47-2963605,Shivani Costa,4609-KNNWG,7/29/2017,Illinois,Pyxis,PC Manufacturer,2
25-9781941,Shivani Costa,4868-AADLV,8/19/2017,Illinois,Mobit,Phone Manufacturer,3
